"Application_1","Application_2","injection_rate_1","injection_rate_2","duration","performance_metric"
Inf,Inf,0.480494939722121,0.868854345753789,25,Inf
Inf,Inf,0.185811651870608,0.643315487541258,19,Inf
85849000,85704000,0.563932986930013,0.310355509631336,77,1.5726697097518
Inf,Inf,0.989211751148105,0.905641921795905,26,Inf
270983000,270956000,0.261478932574391,0.047287086956203,110,4.59354585651042
86149000,86265000,0.547843294218183,0.432626528665423,100,1.45095420267261
86099000,86180000,0.202938495203853,0.519588183611631,116,1.81472943863984
85774000,85763000,0.369427936151624,0.178358582779765,55,2.25437117849099
Inf,Inf,0.880346773192286,0.77508258447051,24,Inf
Inf,Inf,0.71018282417208,0.737161642871797,23,Inf
86205000,86274000,0.0390964196994901,0.341637109406292,82,3.05770639284343
Inf,Inf,0.403856971301138,0.999493888579309,29,Inf
163222000,163283000,0.846429352648556,0.078582008369267,75,1.89733030321018
Inf,Inf,0.272926470264792,0.659351006150246,21,Inf
Inf,Inf,0.511349600739777,0.651974755339324,20,Inf
85662000,85762000,0.939026759006083,0.259633247740567,66,1.26282492447525
Inf,Inf,0.282044119201601,0.992322551086545,26,Inf
85915000,85952000,0.355881626717746,0.193165237084031,57,2.25100565149344
86257000,86673000,0.887863826937973,0.550976526923478,129,1.12732913810071
86086000,85750000,0.569470123387873,0.412541295401752,94,1.44790809780027
Inf,Inf,0.162487900815904,0.835506718605757,24,Inf
Inf,Inf,0.40867686457932,0.707929573021829,22,Inf
353746000,353705000,0.815659154206514,0.0362142026424408,132,2.9425109087956
Inf,Inf,0.633984185755253,0.929044237360358,26,Inf
85960000,85922000,0.102001933380961,0.319005788303912,75,2.8049583468935
86876000,86649000,0.745138555765152,0.496738449670374,112,1.23904522081143
Inf,Inf,0.0256559457629919,0.763027822598815,25,Inf
85742000,85805000,0.453409383073449,0.15535406768322,51,2.07154167624537
Inf,Inf,0.797892030328512,0.608318454585969,16,Inf
Inf,Inf,0.551840090192854,0.981992360204458,27,Inf
85773000,85935000,0.207357509993017,0.277775953523815,69,2.49055843957866
Inf,Inf,0.279642212204635,0.638867464847863,20,Inf
102980000,102854000,0.999124770052731,0.12480709888041,56,1.40431864635458
Inf,Inf,0.925439947284758,0.814586909487844,25,Inf
Inf,Inf,0.0789055367931724,0.721955412067473,22,Inf
446040000,446083000,0.332320285961032,0.0287153404206038,167,5.00011725540331
Inf,Inf,0.580642660148442,0.817698595114052,24,Inf
142223000,142209000,0.879705184139311,0.0902157640084624,67,1.7420918591723
Inf,Inf,0.126988740637898,0.75422977283597,23,Inf
86106000,86239000,0.381401273421943,0.494609910063446,105,1.57240043793054
Inf,Inf,0.62532889097929,0.658501848578453,19,Inf
86095000,86318000,0.303404523991048,0.539149395190179,123,1.61790016180113
86022000,86034000,0.547331172972918,0.359510619193316,85,1.53286818107691
Inf,Inf,0.801699836738408,0.8887187121436,25,Inf
86005000,85797000,0.0489843618124723,0.209202006459236,60,4.30267617744817
Inf,Inf,0.815025126561522,0.859816046431661,24,Inf
325791000,325764000,0.0667030187323689,0.0393326887860894,127,11.0596728778966
Inf,Inf,0.313272770494223,0.709385370835662,22,Inf
86001000,85970000,0.568430579267442,0.389024083502591,90,1.47436337658436
85937000,85912000,0.48527218401432,0.25392478890717,66,1.78244189270902
86925000,86994000,0.740429054014385,0.590032906271517,142,1.1864161331138
85669000,85847000,0.987015971913934,0.158318942412734,49,1.30189706020683
Inf,Inf,0.238694802857935,0.994304989464581,26,Inf
85702000,85621000,0.283382353372872,0.221772505901754,61,2.40789847421322
