"Application_1","Application_2","injection_rate_1","injection_rate_2","packets_1","packets_2","duration","performance_metric"
92301000,90621000,0.584942597895861,0.665341443382204,231812,231812,243,2.77255909659709
117983000,118075000,0.991520637646317,0.108830405399203,51280,51280,73,12.4170887149406
51951000,48721000,0.275168739259243,0.970864607952535,19424,19424,556,13.7597131315015
86121000,86385000,0.328850844874978,0.433375221677125,149108,149108,126,4.20424627713152
87127000,86198000,0.935709901154041,0.553336601704359,190640,190640,153,2.94450659861004
85891000,85815000,0.530764138326049,0.234999273903668,80536,80536,75,6.63598719098214
12726000,29604000,0.235429171472788,0.873019430786371,17444,17444,397,6.96871764824781
306151000,306115000,0.0468789832666516,0.0418478259816766,51228,51228,141,41.1500111278446
23729000,8495000,0.717368862591684,0.913578987121582,18276,18276,472,5.02110712193239
86134000,85903000,0.874267333187163,0.345456012524664,118388,118388,98,4.45276425363176
92379000,90986000,0.392254198901355,0.731339700520039,264120,264120,409,2.62562333799783
85969000,85917000,0.411434165202081,0.312822445295751,107284,107284,90,5.38612298330006
87205000,88626000,0.824073870666325,0.700256092473865,242744,242744,328,2.4668945937563
1171140000,1171238000,0.728943283669651,0.0109313493594527,51204,51204,451,115.716571345424
13075000,40620000,0.00477936211973429,0.881267523393035,17620,17620,431,8.74708177341202
86098000,85870000,0.193304814398289,0.204376581124961,70084,70084,70,8.6489288286136
28010000,5431000,0.54237855412066,0.839917900040746,16792,16792,365,5.70214391700456
86217000,86078000,0.885556552559137,0.400562415830791,137600,137600,110,3.90789278514139
86834000,86232000,0.348005956038833,0.522912511602044,180724,180724,148,3.54227809044287
167146000,167176000,0.294068325310946,0.076761282980442,51276,51276,89,18.9967772158171
49466000,6385000,0.941119274124503,0.941169419325888,18828,18828,529,7.94721778249204
86111000,86118000,0.595820836722851,0.255857735872269,87720,87720,79,6.08263911542702
88125000,86805000,0.137245679274201,0.633441836573184,218740,218740,195,3.29683414786065
86417000,86032000,0.0758035583421588,0.468285027891397,160828,160828,124,4.51857929626006
87613000,86442000,0.659223684109747,0.580922906287014,200276,200276,168,2.97904547594506
88433000,88530000,0.752569532953203,0.145397376269102,51332,51332,60,9.7321785631674
8959000,6040000,0.4806725429371,0.775117469020188,15496,15496,276,3.21612949517121
86534000,86437000,0.493025759235024,0.479676093906164,164944,164944,138,3.64972675248287
86485000,87169000,0.771786756813526,0.600018945522606,207376,207376,187,2.82243411102244
85901000,85828000,0.679585849866271,0.156574804335833,53620,53620,60,9.20270296154369
16071000,6270000,0.0873475112020969,0.793999870307744,15880,15880,269,4.6517863420974
107806000,107609000,0.148822595365345,0.119311019778252,51296,51296,65,14.2281095211196
20050000,50762000,0.616150042973459,0.991667793132365,19820,19820,581,9.55384798958629
85846000,85839000,0.960304611362517,0.298132829368114,102224,102224,89,4.99338115616951
88091000,88513000,0.30645343195647,0.683665567077696,237176,237176,279,2.87150860062586
86097000,85779000,0.360067346133292,0.224602486006916,77012,77012,79,7.28988709739065
7960000,40959000,0.904424737207592,0.8521932605654,17052,17052,405,7.74130834012323
86939000,86397000,0.562055979855359,0.420513647608459,144944,144944,117,4.00744594938109
86492000,86355000,0.204221255145967,0.534913199022412,184188,184188,156,3.69900142406514
86333000,86350000,0.0156639125198126,0.364145985804498,124860,124860,103,6.09042853622476
93912000,91667000,0.748652596026659,0.743872752413154,270820,270820,467,2.38312663248283
206640000,206720000,0.842975014820695,0.062041281722486,51240,51240,103,21.2727901054112
25164000,42825000,0.423462592065334,0.92467057518661,18500,18500,502,9.92946918712087
431192000,431236000,0.380148995667696,0.0297088855877519,51228,51228,186,44.5275955877085
8407000,18571000,0.855290373787284,0.893766067922115,17876,17876,413,4.34467261812156
85860000,86359000,0.697735361754894,0.333042399026453,114160,114160,95,4.74158043356825
87831000,87903000,0.0360712055116892,0.711252108216286,247816,247816,329,3.11093635075012
86317000,86311000,0.224588553421199,0.390078057534993,134016,134016,111,4.84718532507163
86198000,86906000,0.511163481511176,0.502120841294527,172852,172852,137,3.49053457337145
85804000,85798000,0.916764951311052,0.191488501615822,65580,65580,66,7.44402545969206
29292000,24348000,0.31671363580972,0.821590062230825,16440,16440,338,9.03543448338629
86099000,85987000,0.262859455309808,0.266243068501353,91240,91240,95,6.60519454065701
87723000,87273000,0.972412069328129,0.654271810315549,227080,227080,218,2.54133734136283
143218000,143272000,0.564536626450717,0.0896266307681799,51284,51284,82,15.4945271850929
14356000,13020000,0.168461226858199,0.959581336937845,19184,19184,582,4.45404766886627
101626000,101567000,0.107010997831821,0.126703666523099,51412,51412,84,14.1593429301357
20701000,11341000,0.627932319417596,0.762595939449966,15232,15232,251,5.97814537522617
86644000,86785000,0.783854220062494,0.448103124275804,154100,154100,120,3.6252952607345
86541000,86314000,0.449456518515944,0.569827611558139,196464,196464,183,3.18065671568405
86158000,85784000,0.438147547654808,0.31248773355037,107140,107140,92,5.34429188934019
89668000,86972000,0.795155436731875,0.674467574805021,234096,234096,283,2.56685218979958
112849000,112778000,0.640225007198751,0.113868121989071,51296,51296,67,12.3224214056886
30175000,5e+07,0.0947413267567754,0.993906740099192,19860,19860,580,11.0110931594407
86112000,85970000,0.156336035579443,0.170777649618685,58652,58652,62,10.3919146521701
18079000,17492000,0.576669571921229,0.784893959760666,15696,15696,263,6.4000651967647
85945000,86276000,0.98355259001255,0.474141218699515,162880,162880,130,3.32938754614333
87489000,86780000,0.251695917919278,0.602410055696964,208040,208040,179,3.26499150054963
266732000,266947000,0.321071624755859,0.0480453465133905,51244,51244,125,28.7453383948303
42312000,34693000,0.91242972202599,0.933996747247875,18672,18672,559,10.8518105547063
86035000,86139000,0.507789205759764,0.369475783780217,126800,126800,106,4.53450421907315
6666000,5663000,0.227955324575305,0.74125939887017,14820,14820,202,3.11155393597711
86101000,86256000,0.0395214250311255,0.406426703557372,139428,139428,112,5.33284345332233
86526000,86331000,0.694262382574379,0.544392502866685,187332,187332,153,3.11415429418287
86358000,86028000,0.850855487398803,0.229779286310077,78808,78808,74,6.39392583211984
17007000,25915000,0.384591386653483,0.849671049974859,16996,16996,386,7.12374482830807
86001000,85760000,0.434782889671624,0.197879739105701,67772,67772,66,7.91660809592575
14052000,17630000,0.831677495501935,0.820295640267432,16400,16400,315,5.43490989101334
86504000,86290000,0.736363844014704,0.37673157453537,129380,129380,105,4.23728102997965
86248000,87290000,0.0279451487585902,0.512323440052569,176260,176260,142,4.31232348473419
86358000,86160000,0.216342749074101,0.339585814625025,116520,116520,100,5.50025982372345
90919000,91285000,0.549911707639694,0.709865723736584,250204,250204,326,2.61434543788287
778144000,778222000,0.893272651359439,0.0164544992148876,51208,51208,311,77.0817920047653
8029000,37208000,0.371226947754622,0.903816622681916,18072,18072,442,7.04217205030033
86742000,86705000,0.302099136635661,0.441829576157033,151996,151996,121,4.19703660376293
87051000,87171000,0.96465116366744,0.571493400260806,197444,197444,163,2.85694765985617
92089000,92309000,0.619535880163312,0.139693862758577,51404,51404,60,10.2852007884605
100953000,90791000,0.14545975625515,0.752260213717818,270724,270724,516,2.8845925291306
153848000,153792000,0.0838859686627984,0.0834442107006907,51292,51292,84,20.9707493186798
40908000,39146000,0.683055135421455,0.961094113066792,19224,19224,482,11.0189018508006
86131000,85841000,0.776217711158097,0.279386381618679,95728,95728,83,5.43848732086768
88649000,88877000,0.488571806810796,0.643845060840249,223288,223288,210,2.87070183344849
134521000,134563000,0.469371676445007,0.0954754306003451,51276,51276,75,14.889783672893
45865000,26911000,0.763877900317311,0.981075877323747,19636,19636,559,9.83871563140084
86044000,85775000,0.671493958681822,0.291631209664047,99956,99956,94,5.33565248622244
87501000,88687000,0.0635105203837156,0.664040433242917,231216,231216,223,3.27948940331814
86679000,86580000,0.125113337300718,0.485202095471323,166740,166740,135,4.23623898426421
86675000,86022000,0.607945677824318,0.622572800144553,215308,215308,201,2.81789760944368
85845000,85762000,0.952283161692321,0.183341055177152,62780,62780,65,7.71423815928132
18337000,22289000,0.282927201129496,0.803614286705852,16052,16052,283,7.24760035982079
86134000,86049000,0.352341535501182,0.358437713235617,123120,123120,100,4.9031500794952
93595000,88697000,0.881197960115969,0.721012649126351,257628,257628,377,2.39308359421048
360179000,360139000,0.539012386463583,0.0355810411274433,51248,51248,161,36.8791956997443
36375000,6592000,0.196678739972413,0.915238191373646,18284,18284,425,6.77429306601262
85803000,85882000,0.00825294479727745,0.248133972287178,84984,84984,77,8.9508645311329
36816000,36548000,0.725492713972926,0.862601236440241,17264,17264,404,11.2535271879179
86213000,86436000,0.819631829857826,0.427199445664883,146888,146888,125,3.74047943684902
87069000,86252000,0.415868448093534,0.554842674173415,191056,191056,151,3.29810713158871
86052000,85920000,0.403551129624248,0.395112929865718,135736,135736,108,4.41948937809345
86478000,86309000,0.862947400659323,0.525158225558698,180688,180688,153,3.11108800010447
85833000,86107000,0.705087261274457,0.218740155920386,74992,74992,74,6.81439800140024
31390000,5508000,0.0591683238744736,0.830711415968835,16628,16628,340,6.671317713841
2375164000,2375173000,0.247573078610003,0.00538976676762104,51208,51208,897,235.866962009518
53883000,53119000,0.518643232993782,0.88366528134793,17672,17672,481,15.8503325650062
85791000,86123000,0.924549710936844,0.327033841982484,112096,112096,94,4.63306752580388
86625000,86709000,0.34000329580158,0.691141570918262,240104,240104,307,2.77457626636465
85885000,85797000,0.270821598358452,0.150720589794219,51648,51648,59,10.6824377436592
6863000,8311000,0.995875298045576,0.772510878741741,15448,15448,200,3.02114503302785
86186000,87159000,0.588305071927607,0.454297767020762,156392,156392,126,3.73013971197061
87472000,86889000,0.176728713326156,0.590240582823753,203980,203980,181,3.44081962792903
85992000,86107000,0.115162076428533,0.261027832515538,89704,89704,81,7.45453413943415
86882000,86873000,0.651832431554794,0.630926270037889,218020,218020,200,2.77199026345093
204830000,204647000,0.80744899623096,0.0626828940585256,51280,51280,105,21.1120533252452
31350000,46982000,0.457302372902632,0.950640108436346,19004,19004,594,11.0149289881195
86535000,86340000,0.455446255393326,0.414152578450739,142332,142332,115,4.18643012451798
87435000,87084000,0.809526368044317,0.53642638027668,184996,184996,150,3.10138399024916
86066000,85835000,0.653680385090411,0.222116672433913,76080,76080,72,6.79050920172991
34334000,31801000,0.113077613525093,0.857581697404385,17140,17140,385,10.6765228031805
230236000,230228000,0.174681859090924,0.0557060809805989,51236,51236,112,26.8083010556183
64503000,29835000,0.590130671858788,0.926088031381369,18512,18512,577,13.3996499803757
86134000,85911000,0.997929243370891,0.361748029477894,124060,124060,104,4.20244027052952
90696000,101615000,0.269004162400961,0.749227453023195,272976,272976,529,2.74333940312134
85883000,85744000,0.337944997474551,0.162939449772239,55800,55800,63,9.68585017836826
6860000,19504000,0.926371496170759,0.792491695843637,15848,15848,286,4.74066426925864
86109000,86336000,0.520693363621831,0.482164530083537,165848,165848,129,3.59659371688207
86865000,87078000,0.245744198560715,0.594634561799467,205164,205164,179,3.30950008971729
86188000,86094000,0.0573160210624337,0.304462546482682,104388,104388,89,6.89012280292101
86834000,87965000,0.707176077179611,0.68224501144141,236716,236716,244,2.56580770579094
105659000,105694000,0.864806798286736,0.121704446151853,51348,51348,70,11.3038987098587
50928000,11291000,0.401470481418073,0.986310946755111,19716,19716,568,8.60997911030988
141087000,140984000,0.421871083788574,0.0911089368164539,51288,51288,79,15.6987599837519
