"Application_1","Application_2","injection_rate_1","injection_rate_2","duration","performance_metric"
705097000,705260000,0.432891879696399,0.0181572972796857,248,9.26883815306012
85902000,85923000,0.13755726069212,0.187367490492761,56,3.93676065672781
86444000,86417000,0.34555287938565,0.367172763682902,87,2.267369432612
85918000,85732000,0.12286157393828,0.197792208753526,59,3.97687842098807
85823000,85676000,0.391404123511165,0.252607018686831,65,2.41026316576033
85961000,86491000,0.163451966829598,0.421760484110564,96,2.57104114160673
126693000,126647000,0.322618981823325,0.101320663001388,64,3.62552633815356
300437000,300591000,0.189356849528849,0.0426283357664943,116,7.31576008863578
86077000,86115000,0.293844485655427,0.472197105176747,106,2.16637214989864
85993000,85741000,0.0268186987377703,0.326954658608884,78,3.68533848487441
97556000,97682000,0.49068091576919,0.131760892923921,55,2.58276588554281
85944000,86069000,0.257842507679015,0.384089223109186,87,2.41786305240682
200650000,200686000,0.223650209140033,0.0639030793681741,86,5.48429628875081
85851000,85959000,0.455655138008296,0.230611323844641,62,2.31620994527836
85911000,85779000,0.0620882511138916,0.285172456409782,72,3.73813082289249
86262000,86307000,0.425958431325853,0.351937863044441,83,2.14836340037945
85826000,85980000,0.0870862118899822,0.156505678780377,50,4.96425697306558
1005611000,1005695000,0.358150199521333,0.0127318906597793,342,12.7528047096029
86230000,86297000,0.128653522115201,0.442539078649133,99,2.61335795870406
109338000,109342000,0.405923100188375,0.117549415212125,58,3.00371997016103
86587000,86150000,0.403291882015765,0.490885571576655,110,1.98203124769662
86235000,86283000,0.263395411428064,0.149343649391085,50,3.28542828919738
85801000,85930000,0.0946730216965079,0.307024464011192,73,3.34809054684746
103163000,103275000,0.369500830769539,0.12470053974539,56,3.05565666695412
86079000,86189000,0.0225529246963561,0.466035518329591,107,2.90805234916397
85660000,85781000,0.131191609427333,0.175290428102016,53,4.12003895941023
85825000,85925000,0.479558583814651,0.267540934029967,69,2.19725976491726
226570000,226605000,0.0655742567032576,0.0565708009526134,95,10.4528620070173
86199000,86303000,0.295301761943847,0.401751154568046,91,2.2971213133047
85753000,86105000,0.436693653464317,0.239393593743443,65,2.33838904251263
86120000,85915000,0.205486046615988,0.335611545015126,79,2.70827045536055
86232000,86322000,0.060007328633219,0.411657813470811,94,2.98291819568634
1871653000,1871825000,0.328327171504498,0.00683864299207926,634,21.7009878394814
85892000,85819000,0.438949425239116,0.352811964694411,83,2.12156177541747
85794000,85882000,0.168203433975577,0.199030391871929,60,3.58144070306075
86464000,86183000,0.253940690774471,0.472493851091713,107,2.23982152275956
200838000,200890000,0.102842202410102,0.0638293055817485,87,8.00846571735594
85845000,85904000,0.242189372424036,0.296002500224859,69,2.71681839504805
92933000,93006000,0.39577504247427,0.138253482058644,52,2.80225415004661
86125000,85950000,0.140539503656328,0.4455860061571,100,2.56649422405205
85780000,85899000,0.0111834751442075,0.452627691440284,102,3.01444485831628
85836000,86123000,0.40331061789766,0.307848507538438,77,2.2659500562074
86036000,85945000,0.176454907283187,0.211890759877861,60,3.43493051093302
85873000,85729000,0.372519449796528,0.236419345252216,64,2.50021116722889
85739000,85911000,0.0832226285710931,0.267405243590474,69,3.71027654836067
86457000,86318000,0.440149473492056,0.474196190945804,108,1.95755328699095
2067065000,2067709000,0.229474635794759,0.00619089789688587,665,24.9171718708134
91204000,91279000,0.0351225966587663,0.141119764652103,52,6.58641977707017
86123000,86021000,0.26145459106192,0.362567730713636,83,2.46322677756953
86034000,85903000,0.15254252590239,0.381858663167804,87,2.73093832138557
130370000,130560000,0.426246503833681,0.0983913321979344,64,3.21072678539551
85909000,85807000,0.13835208164528,0.372719787061214,85,2.81525196969962
85997000,85647000,0.411994069814682,0.154720396734774,51,2.62277703714197
123928000,123824000,0.049251991789788,0.103691212832928,61,7.77713483310766
86334000,85933000,0.275523903779685,0.384686470963061,90,2.37600371508897
85998000,86109000,0.456232957541943,0.280502723995596,70,2.21787390058513
85907000,85876000,0.245496131945401,0.24704499123618,65,2.8892023261434
1502866000,1503371000,0.35637494456023,0.00851579243317246,487,17.7717314118923
85970000,86393000,0.0670180427841842,0.479969422798604,106,2.69001045770496
85925000,85982000,0.388081636279821,0.439037668984383,98,2.06855042695896
86355000,86367000,0.0663800965994596,0.483684057369828,110,2.6815797636793
86413000,86053000,0.295079877134413,0.337139159906656,79,2.44406028873068
85964000,85815000,0.160632727667689,0.20813248353079,58,3.57064754506796
187632000,187587000,0.232401564251631,0.0684078671038151,83,5.20045885220371
86392000,86257000,0.351253990083933,0.447353761643171,100,2.11542418037654
86297000,86204000,0.0102517600171268,0.371485820505768,85,3.48210561314955
